,username,title,numGames,winRate,numWhite,whiteRate,numBlack,blackRate
646,dyrizone,cm,28,0.32142857142857145,0,,28,0.32142857142857145
647,hamedwafa4,cm,10,0.7,0,,10,0.7
648,manoj_mishra123,cm,12,0.5,0,,12,0.5
649,ohajek96,cm,137,0.5912408759124088,69,0.6521739130434783,68,0.5294117647058824
650,guillan,cm,1,0.0,1,0.0,0,
651,tomesao,cm,192,0.671875,97,0.6804123711340206,95,0.6631578947368421
652,waspofborneo,cm,5,0.8,3,0.6666666666666666,2,1.0
653,antabxb121,cm,19,0.47368421052631576,10,0.5,9,0.4444444444444444
654,chalowey97,cm,99,0.5353535353535354,49,0.5306122448979592,50,0.54
655,thaur,cm,6,0.5,0,,6,0.5
656,natovi77,cm,35,0.5714285714285714,0,,35,0.5714285714285714
657,wiktoriapol,cm,7,0.5714285714285714,0,,7,0.5714285714285714
658,thecastlehunter,cm,90,0.45555555555555555,0,,90,0.45555555555555555
659,ultranemesis,cm,38,0.6842105263157895,19,0.7894736842105263,19,0.5789473684210527
660,hmolvig,cm,74,0.7027027027027027,37,0.7837837837837838,37,0.6216216216216216
661,bigbites1996,cm,267,0.5056179775280899,0,,267,0.5056179775280899
662,dimonbanan,cm,12,0.5,0,,12,0.5
663,laurent2003,cm,12,0.9166666666666666,6,1.0,6,0.8333333333333334
664,koncheto,cm,51,0.6274509803921569,25,0.8,26,0.46153846153846156
665,vovachesss,cm,26,0.5769230769230769,13,0.6153846153846154,13,0.5384615384615384
666,jasonhuila,cm,74,0.47297297297297297,0,,74,0.47297297297297297
667,danylabagrov,cm,66,0.30303030303030304,0,,66,0.30303030303030304
668,sernini,cm,2,0.5,0,,2,0.5
669,superboemer,cm,45,0.5333333333333333,0,,45,0.5333333333333333
670,avileyshon7,cm,16,0.4375,0,,16,0.4375
671,pchelkinvk,cm,946,0.4143763213530655,0,,946,0.4143763213530655
672,ksuforever,cm,127,0.44881889763779526,0,,127,0.44881889763779526
673,kiaanagrawal,cm,41,0.5609756097560976,0,,41,0.5609756097560976
674,skills94,cm,37,0.7297297297297297,18,0.8333333333333334,19,0.631578947368421
675,jcmesafischer,cm,44,0.7727272727272727,22,0.7272727272727273,22,0.8181818181818182
676,kanalszachowy,cm,23,0.5652173913043478,0,,23,0.5652173913043478
677,real_sp00f,cm,7,0.42857142857142855,0,,7,0.42857142857142855
678,peternsw,cm,12,0.4166666666666667,0,,12,0.4166666666666667
679,paff_morris_twitch,cm,9,0.3333333333333333,0,,9,0.3333333333333333
680,seanyearwood18,cm,2,1.0,1,1.0,1,1.0
681,haridaskesavan,cm,48,0.375,0,,48,0.375
682,bintang_top,cm,4,0.75,2,1.0,2,0.5
683,javichuela2789,cm,85,0.4823529411764706,0,,85,0.4823529411764706
684,taran2004,cm,2,0.0,0,,2,0.0
685,alejandrocapanegra,cm,3,0.3333333333333333,2,0.5,1,0.0
686,dasatcu90,cm,3,1.0,1,1.0,2,1.0
687,kuenkuen1989,cm,10,0.7,5,0.6,5,0.8
688,akatsukiloghorizon,cm,1,0.0,0,,1,0.0
689,jacksterthepro,cm,232,0.4051724137931034,0,,232,0.4051724137931034
690,kngopal,cm,10,0.8,6,0.6666666666666666,4,1.0
691,kou88,cm,61,0.5245901639344263,0,,61,0.5245901639344263
692,kaizen_chess_academy,cm,43,0.5348837209302325,0,,43,0.5348837209302325
693,dmitriizakurdaev,cm,76,0.5394736842105263,0,,76,0.5394736842105263
694,faustinooro,cm,11,0.5454545454545454,0,,11,0.5454545454545454
695,vaibhavraut99,cm,725,0.46206896551724136,0,,725,0.46206896551724136
696,sandro_mikanovic,cm,26,0.34615384615384615,0,,26,0.34615384615384615
697,i_am_a_miracle,cm,14,0.42857142857142855,0,,14,0.42857142857142855
698,guillejr,cm,17,0.5294117647058824,9,0.4444444444444444,8,0.625
699,mlamba,cm,8,0.625,0,,8,0.625
700,sarajkov,cm,28,0.6785714285714286,14,0.7142857142857143,14,0.6428571428571429
701,ezanatan,cm,0,,0,,0,
702,giomar27,cm,20,0.7,11,0.6363636363636364,9,0.7777777777777778
703,drceltic,cm,870,0.506896551724138,0,,870,0.506896551724138
704,elizabethcastaneda,cm,44,0.6818181818181818,23,0.7391304347826086,21,0.6190476190476191
705,tepcovua2007,cm,19,0.9473684210526315,10,0.9,9,1.0
706,kobemagic,cm,1,1.0,1,1.0,0,
707,inegrepus,cm,19,0.6842105263157895,10,0.7,9,0.6666666666666666
708,josephymwale33,cm,73,0.6027397260273972,37,0.6486486486486487,36,0.5555555555555556
709,blazd,cm,7,0.5714285714285714,0,,7,0.5714285714285714
710,rrlm17,cm,10,0.6,0,,10,0.6
711,manuvidu,cm,38,0.6578947368421053,19,0.7368421052631579,19,0.5789473684210527
712,orujov_2008,cm,19,0.47368421052631576,0,,19,0.47368421052631576
713,mrkooshachess_twitch,cm,68,0.4264705882352941,0,,68,0.4264705882352941
714,chesschronicles123,cm,4,0.5,0,,4,0.5
715,kashkoosh,cm,152,0.506578947368421,0,,152,0.506578947368421
716,kivas,cm,121,0.49586776859504134,61,0.5081967213114754,60,0.48333333333333334
717,sayonaraboy96,cm,183,0.7158469945355191,89,0.7078651685393258,94,0.723404255319149
718,guyiop,cm,5,0.6,0,,5,0.6
719,majarimx,cm,277,0.5451263537906137,137,0.5474452554744526,140,0.5428571428571428
720,mavericksv,cm,85,0.49411764705882355,0,,85,0.49411764705882355
721,philekhoob,cm,961,0.45369406867845996,0,,961,0.45369406867845996
722,kostya0705,cm,23,0.4782608695652174,0,,23,0.4782608695652174
723,cheonsh420,cm,26,0.5769230769230769,14,0.5714285714285714,12,0.5833333333333334
724,mfreemannz,cm,131,0.7786259541984732,68,0.7941176470588235,63,0.7619047619047619
725,nakimurastur,cm,10,0.4,0,,10,0.4
726,estudiandoajedrezrd,cm,209,0.44019138755980863,0,,209,0.44019138755980863
727,drsutek,cm,173,0.5086705202312138,0,,173,0.5086705202312138
728,tolyanius,cm,13,0.46153846153846156,0,,13,0.46153846153846156
729,duloi,cm,53,0.4716981132075472,0,,53,0.4716981132075472
730,vakaspa,cm,5,0.0,2,0.0,3,0.0
731,kcfpatzer,cm,113,0.6548672566371682,59,0.6949152542372882,54,0.6111111111111112
732,renedube,cm,1,0.0,0,,1,0.0
733,mozartus9,cm,1509,0.44068919814446655,0,,1509,0.44068919814446655
734,brahianzevich,cm,130,0.4846153846153846,0,,130,0.4846153846153846
735,nutflush,cm,16,0.5,0,,16,0.5
736,copanchess,cm,1,1.0,1,1.0,0,
737,neldus123,cm,411,0.43552311435523117,0,,411,0.43552311435523117
738,thecairnterrier,cm,8,0.5,0,,8,0.5
739,royalcollegechess,cm,232,0.4525862068965517,0,,232,0.4525862068965517
740,eloso3,cm,192,0.421875,0,,192,0.421875
741,nicolaimaxime,cm,7,0.14285714285714285,0,,7,0.14285714285714285
742,mim06,cm,13,0.6923076923076923,0,,13,0.6923076923076923
743,skippinglaptop,cm,171,0.5029239766081871,0,,171,0.5029239766081871
744,chessfinity27,cm,12,0.6666666666666666,0,,12,0.6666666666666666
745,statsmasternz,cm,2,0.5,0,,2,0.5
746,latigre,cm,18,0.4444444444444444,9,0.4444444444444444,9,0.4444444444444444
747,hernancatelli,cm,225,0.4533333333333333,0,,225,0.4533333333333333
748,goamaster,cm,182,0.8406593406593407,91,0.8681318681318682,91,0.8131868131868132
749,rhrt,cm,30,0.5,16,0.4375,14,0.5714285714285714
750,mrniceplay,cm,1,0.0,0,,1,0.0
751,jmpion,cm,5,0.4,3,0.3333333333333333,2,0.5
752,basicbishop,cm,11,0.5454545454545454,0,,11,0.5454545454545454
753,the_sneaky_weasel,cm,512,0.44140625,0,,512,0.44140625
754,algatar2020,cm,41,0.7073170731707317,21,0.7142857142857143,20,0.7
755,russlo,cm,114,0.7017543859649122,57,0.7192982456140351,57,0.6842105263157895
756,blagorod,cm,12,0.4166666666666667,0,,12,0.4166666666666667
757,i_amnotnikhil,cm,77,0.44155844155844154,39,0.48717948717948717,38,0.39473684210526316
758,king_of_the_wing,cm,16,0.3125,0,,16,0.3125
759,donpreuss,cm,11,0.6363636363636364,0,,11,0.6363636363636364
760,patrisiii123,cm,9,0.7777777777777778,5,0.8,4,0.75
761,iamnotim,cm,1,0.0,0,,1,0.0
762,jarshh95,cm,23,0.43478260869565216,11,0.36363636363636365,12,0.5
763,cisterciense,cm,14,0.42857142857142855,0,,14,0.42857142857142855
764,ljm509,cm,67,0.31343283582089554,32,0.25,35,0.37142857142857144
765,mohamed-yousuf,cm,0,,0,,0,
766,fang3416,cm,26,0.46153846153846156,0,,26,0.46153846153846156
767,dr_thomas_quilter,cm,1,1.0,0,,1,1.0
768,namir131313,cm,4,0.25,2,0.5,2,0.0
769,i_kid_you_not,cm,279,0.4659498207885305,0,,279,0.4659498207885305
770,lollinope,cm,1,1.0,0,,1,1.0
771,realburq,cm,73,0.726027397260274,36,0.6388888888888888,37,0.8108108108108109
772,arniechipmunk,cm,56,0.44642857142857145,0,,56,0.44642857142857145
773,mananchor,cm,13,0.38461538461538464,0,,13,0.38461538461538464
774,chessmatic242,cm,28,0.39285714285714285,0,,28,0.39285714285714285
775,na_binci,cm,5,0.8,0,,5,0.8
776,boriscx,cm,25,0.48,0,,25,0.48
777,hrvojezagreb,cm,316,0.4936708860759494,0,,316,0.4936708860759494
778,jahandarazadaliyev,cm,50,0.58,0,,50,0.58
779,atlanta99,cm,22,0.3181818181818182,0,,22,0.3181818181818182
780,chessfannm,cm,1,0.0,0,,1,0.0
781,mrdemir,cm,114,0.45614035087719296,0,,114,0.45614035087719296
782,smexov,cm,145,0.4482758620689655,0,,145,0.4482758620689655
783,arturocaceres,cm,103,0.5048543689320388,0,,103,0.5048543689320388
784,manon-reja,cm,118,0.3983050847457627,0,,118,0.3983050847457627
785,tardisbenko,cm,13,0.23076923076923078,0,,13,0.23076923076923078
786,1c4_1-0,cm,166,0.5843373493975904,81,0.6666666666666666,85,0.5058823529411764
787,highlawview,cm,266,0.4924812030075188,0,,266,0.4924812030075188
788,remuloaguiarfreitas,cm,194,0.6443298969072165,96,0.6458333333333334,98,0.6428571428571429
789,joseacorrea,cm,239,0.4686192468619247,0,,239,0.4686192468619247
790,satr51pr,cm,55,0.4,0,,55,0.4
791,jgauci,cm,3,0.3333333333333333,0,,3,0.3333333333333333
792,paradise10,cm,271,0.2988929889298893,131,0.3511450381679389,140,0.25
793,juandiv,cm,1,1.0,1,1.0,0,
794,atm622,cm,207,0.47342995169082125,0,,207,0.47342995169082125
795,bouzidian,cm,1,1.0,1,1.0,0,
796,e4evr,cm,158,0.6582278481012658,80,0.6125,78,0.7051282051282052
797,blacknoisestar,cm,34,0.4411764705882353,0,,34,0.4411764705882353
798,trainer1957,cm,2,1.0,1,1.0,1,1.0
799,gusmaster2262,cm,63,0.5873015873015873,31,0.5806451612903226,32,0.59375
